vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote 
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,999,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1266,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1183,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,729,greiðir ekki atkvæði
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1018,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,726,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1203,greiðir ekki atkvæði
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1174,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1268,já
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,557,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1031,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,730,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1176,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1178,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,632,boðaði fjarvist
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1179,greiðir ekki atkvæði
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1254,greiðir ekki atkvæði
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1252,nei
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1270,já
54972,148,1,fjárlög 2018,2017,12,22,23,19,16,1180,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1324,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1234,fjarverandi
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1326,fjarverandi
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1249,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,647,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1261,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,707,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1157,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1327,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,650,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1129,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1012,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,652,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1215,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1039,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1160,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1257,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,656,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1329,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1328,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,722,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1330,boðaði fjarvist
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1218,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1276,boðaði fjarvist
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1164,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1331,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1166,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1332,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,688,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1168,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1250,greiðir ekki atkvæði
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1333,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,690,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1265,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,691,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1244,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,714,fjarverandi
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1170,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1128,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1255,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,719,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1001,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1334,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,999,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1266,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1183,fjarverandi
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,729,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1018,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,726,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1203,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1174,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1268,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,557,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1031,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,730,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1176,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1178,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,632,boðaði fjarvist
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1179,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1254,greiðir ekki atkvæði
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1252,nei
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1270,já
54973,148,1,fjárlög 2018,2017,12,22,23,20,13,1180,nei
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1324,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1234,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1326,fjarverandi
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1249,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,647,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1261,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,707,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1157,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1327,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,650,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1129,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1012,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,652,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1215,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1039,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1160,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1257,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,656,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1329,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1328,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,722,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1330,boðaði fjarvist
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1218,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1276,boðaði fjarvist
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1164,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1331,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1166,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1332,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,688,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1168,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1250,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1333,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,690,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1265,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,691,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1244,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,714,fjarverandi
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1170,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1128,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1255,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,719,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1001,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1334,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,999,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1266,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1183,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,729,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1018,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,726,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1203,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1174,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1268,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,557,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1031,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,730,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1176,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1178,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,632,boðaði fjarvist
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1179,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1254,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1252,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1270,já
54974,148,1,fjárlög 2018,2017,12,22,23,22,00,1180,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1324,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1234,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1326,fjarverandi
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1249,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,647,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1261,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,707,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1157,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1327,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,650,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1129,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1012,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,652,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1215,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1039,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1160,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1257,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,656,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1329,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1328,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,722,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1330,boðaði fjarvist
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1218,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1276,boðaði fjarvist
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1164,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1331,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1166,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1332,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,688,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1168,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1250,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1333,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,690,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1265,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,691,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1244,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,714,fjarverandi
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1170,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1128,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1255,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,719,greiðir ekki atkvæði
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1001,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1334,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,999,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1266,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1183,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,729,já
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1018,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,726,nei
54975,148,1,fjárlög 2018,2017,12,22,23,39,11,1203,já
