vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,2,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,33,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,1055,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,38,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,4,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,5,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,1056,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,48,boðaði fjarvist

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,221,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,76,boðaði fjarvist

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,98,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,106,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,109,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,124,fjarverandi

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,129,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,134,já

21605,124,2,"samningur milli Íslands, Noregs og Rússlands um þætti í samstarfi á sviði sjávarútvegs",1999,06,10,16,59,48,150,já

