vote_id,congress,topic_id,topic,vote_time_year,vote_time_month,vote_time_date,vote_time_hour,vote_time_minute,vote_time_second,member_id,vote

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,678,boðaði fjarvist

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,679,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,707,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1157,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,650,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,728,greiðir ekki atkvæði

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1012,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,652,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1158,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1159,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1160,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,124,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1181,boðaði fjarvist

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1161,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,703,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1162,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,683,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,704,greiðir ekki atkvæði

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,722,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1163,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1164,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1165,já

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1166,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,658,greiðir ekki atkvæði

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,686,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,687,fjarverandi

48778,142,20,Seðlabanki Íslands,2013,06,20,11,17,53,1167,já

